"","Zona","Fecha","Temperatura","Hum_Rel","Rocio","Dia","Hora","Iluminacion"
"767","Dentro","2017.06.23 07:49:38",20.8,78.4,16.9,23,7,"N"
"768","Dentro","2017.06.23 07:59:38",21.1,78,17.1,23,7,"N"
"769","Dentro","2017.06.23 08:09:38",21.3,77.7,17.2,23,8,"D"
"770","Dentro","2017.06.23 08:19:38",21.4,77.3,17.3,23,8,"D"
"771","Dentro","2017.06.23 08:29:38",21.6,76.8,17.3,23,8,"D"
"772","Dentro","2017.06.23 08:39:38",21.8,76.6,17.5,23,8,"D"
"773","Dentro","2017.06.23 08:49:38",22,76.1,17.6,23,8,"D"
"774","Dentro","2017.06.23 08:59:38",22.4,75.6,17.8,23,8,"D"
"775","Dentro","2017.06.23 09:09:38",22.7,75.2,18.1,23,9,"D"
"776","Dentro","2017.06.23 09:19:38",23,74.8,18.3,23,9,"D"
"777","Dentro","2017.06.23 09:29:38",24.4,73.8,19.4,23,9,"D"
"778","Dentro","2017.06.23 09:39:38",25.7,71.6,20.2,23,9,"D"
"779","Dentro","2017.06.23 09:49:38",26.8,69.8,20.9,23,9,"D"
"780","Dentro","2017.06.23 09:59:38",27.3,67.6,20.8,23,9,"D"
"781","Dentro","2017.06.23 10:09:38",27.6,66.5,20.8,23,10,"D"
"782","Dentro","2017.06.23 10:19:38",27.9,65.8,20.9,23,10,"D"
"783","Dentro","2017.06.23 10:29:38",28.3,64.4,20.9,23,10,"D"
"784","Dentro","2017.06.23 10:39:38",27.8,63.8,20.3,23,10,"D"
"785","Dentro","2017.06.23 10:49:38",27.7,63.9,20.3,23,10,"D"
"786","Dentro","2017.06.23 10:59:38",27.7,63.6,20.2,23,10,"D"
"787","Dentro","2017.06.23 11:09:38",28,63.4,20.4,23,11,"D"
"788","Dentro","2017.06.23 11:19:38",28.4,62.9,20.7,23,11,"D"
"789","Dentro","2017.06.23 11:29:38",29.2,62.4,21.3,23,11,"D"
"790","Dentro","2017.06.23 11:39:38",29.7,60.9,21.4,23,11,"D"
"791","Dentro","2017.06.23 11:49:38",30.5,59.4,21.6,23,11,"D"
"792","Dentro","2017.06.23 11:59:38",31.4,58.8,22.4,23,11,"D"
"793","Dentro","2017.06.23 12:09:38",31.2,57.6,21.9,23,12,"D"
"794","Dentro","2017.06.23 12:19:38",31.5,57.5,22.1,23,12,"D"
"795","Dentro","2017.06.23 12:29:38",31.9,56.6,22.2,23,12,"D"
"796","Dentro","2017.06.23 12:39:38",31.6,56.2,21.8,23,12,"D"
"797","Dentro","2017.06.23 12:49:38",31.8,56.1,21.9,23,12,"D"
"798","Dentro","2017.06.23 12:59:38",31.6,56.3,21.9,23,12,"D"
"799","Dentro","2017.06.23 13:09:38",31.4,55.7,21.5,23,13,"D"
"800","Dentro","2017.06.23 13:19:38",31.4,56,21.6,23,13,"D"
"801","Dentro","2017.06.23 13:29:38",32.3,55.7,22.3,23,13,"D"
"802","Dentro","2017.06.23 13:39:38",33.3,54,22.8,23,13,"D"
"803","Dentro","2017.06.23 13:49:38",34,52.5,22.9,23,13,"D"
"804","Dentro","2017.06.23 13:59:38",34.7,51.5,23.3,23,13,"D"
"805","Dentro","2017.06.23 14:09:38",34.1,51.5,22.7,23,14,"D"
"806","Dentro","2017.06.23 14:19:38",35.2,50.9,23.5,23,14,"D"
"807","Dentro","2017.06.23 14:29:38",36.3,49.2,24,23,14,"D"
"808","Dentro","2017.06.23 14:39:38",36,48.5,23.5,23,14,"D"
"809","Dentro","2017.06.23 14:49:38",35.1,48.7,22.6,23,14,"D"
"810","Dentro","2017.06.23 14:59:38",35.2,49.1,22.9,23,14,"D"
"811","Dentro","2017.06.23 15:09:38",35.6,48.6,23.1,23,15,"D"
"812","Dentro","2017.06.23 15:19:38",35.5,48,22.8,23,15,"D"
"813","Dentro","2017.06.23 15:29:38",35.8,48.1,23.1,23,15,"D"
"814","Dentro","2017.06.23 15:39:38",36.4,47.5,23.5,23,15,"D"
"815","Dentro","2017.06.23 15:49:38",37.2,46.5,23.8,23,15,"D"
"816","Dentro","2017.06.23 15:59:38",38.2,45.4,24.3,23,15,"D"
"817","Dentro","2017.06.23 16:09:38",38.1,44.8,24,23,16,"D"
"818","Dentro","2017.06.23 16:19:38",37.8,44.4,23.6,23,16,"D"
"819","Dentro","2017.06.23 16:29:38",37.3,44.5,23.2,23,16,"D"
"820","Dentro","2017.06.23 16:39:38",37,44.8,23,23,16,"D"
"821","Dentro","2017.06.23 16:49:38",36.1,45.5,22.4,23,16,"D"
"822","Dentro","2017.06.23 16:59:38",35,46.2,21.7,23,16,"D"
"823","Dentro","2017.06.23 17:09:38",33.3,48.2,20.8,23,17,"D"
"824","Dentro","2017.06.23 17:19:38",31.5,50.2,19.9,23,17,"D"
"825","Dentro","2017.06.23 17:29:38",30.4,52.6,19.7,23,17,"D"
"826","Dentro","2017.06.23 17:39:38",29.3,54.1,19.1,23,17,"D"
"827","Dentro","2017.06.23 17:49:38",28.2,55.8,18.6,23,17,"D"
"828","Dentro","2017.06.23 17:59:38",27.5,57.4,18.3,23,17,"D"
"829","Dentro","2017.06.23 18:09:38",26.6,58.9,17.9,23,18,"D"
"830","Dentro","2017.06.23 18:19:38",25.8,60.5,17.6,23,18,"D"
"831","Dentro","2017.06.23 18:29:38",25.2,61.8,17.3,23,18,"D"
"832","Dentro","2017.06.23 18:39:38",24.6,62.9,17,23,18,"D"
"833","Dentro","2017.06.23 18:49:38",24.1,64,16.9,23,18,"D"
"834","Dentro","2017.06.23 18:59:38",23.6,64.9,16.6,23,18,"D"
"835","Dentro","2017.06.23 19:09:38",23.3,65.7,16.5,23,19,"N"
"836","Dentro","2017.06.23 19:19:38",23,66.5,16.4,23,19,"N"
"837","Dentro","2017.06.23 19:29:38",22.8,67.2,16.4,23,19,"N"
"838","Dentro","2017.06.23 19:39:38",22.6,67.8,16.4,23,19,"N"
"839","Dentro","2017.06.23 19:49:38",22.4,68.3,16.3,23,19,"N"
"840","Dentro","2017.06.23 19:59:38",22.2,69,16.2,23,19,"N"
"841","Dentro","2017.06.23 20:09:38",22,69.6,16.2,23,20,"N"
"842","Dentro","2017.06.23 20:19:38",21.9,70,16.2,23,20,"N"
"843","Dentro","2017.06.23 20:29:38",21.8,70.7,16.2,23,20,"N"
"844","Dentro","2017.06.23 20:39:38",21.6,71.1,16.2,23,20,"N"
"845","Dentro","2017.06.23 20:49:38",21.5,71.7,16.2,23,20,"N"
"846","Dentro","2017.06.23 20:59:38",21.4,72.2,16.2,23,20,"N"
"847","Dentro","2017.06.23 21:09:38",21.4,72.7,16.3,23,21,"N"
"848","Dentro","2017.06.23 21:19:38",21.3,73.1,16.3,23,21,"N"
"849","Dentro","2017.06.23 21:29:38",21.3,73.4,16.3,23,21,"N"
"850","Dentro","2017.06.23 21:39:38",21.2,73.8,16.4,23,21,"N"
"851","Dentro","2017.06.23 21:49:38",21.2,74.2,16.4,23,21,"N"
"852","Dentro","2017.06.23 21:59:38",21.1,74.6,16.4,23,21,"N"
"853","Dentro","2017.06.23 22:09:38",21.1,75,16.5,23,22,"N"
"854","Dentro","2017.06.23 22:19:38",21,75.4,16.5,23,22,"N"
"855","Dentro","2017.06.23 22:29:38",20.9,75.7,16.5,23,22,"N"
"856","Dentro","2017.06.23 22:39:38",20.8,76,16.5,23,22,"N"
"857","Dentro","2017.06.23 22:49:38",20.8,76.2,16.4,23,22,"N"
"858","Dentro","2017.06.23 22:59:38",20.6,76.5,16.4,23,22,"N"
"859","Dentro","2017.06.23 23:09:38",20.6,76.7,16.3,23,23,"N"
"860","Dentro","2017.06.23 23:19:38",20.5,77,16.3,23,23,"N"
"861","Dentro","2017.06.23 23:29:38",20.4,77.1,16.3,23,23,"N"
"862","Dentro","2017.06.23 23:39:38",20.4,77.2,16.2,23,23,"N"
"863","Dentro","2017.06.23 23:49:38",20.3,77.3,16.2,23,23,"N"
"864","Dentro","2017.06.23 23:59:38",20.4,77.4,16.3,23,23,"N"
