"","Zona","Fecha","Temperatura","Hum_Rel","Rocio","Dia","Hora"
"458","Fuera","2018.05.19 12:56:20",41.5,40.3,25.2,"19","12"
"459","Fuera","2018.05.19 13:06:20",41.9,40.2,25.6,"19","13"
"460","Fuera","2018.05.19 13:16:20",42.5,40,26,"19","13"
"461","Fuera","2018.05.19 13:26:20",41.6,39.1,24.9,"19","13"
"462","Fuera","2018.05.19 13:36:20",40.3,39.7,24,"19","13"
"463","Fuera","2018.05.19 13:46:20",41.5,38.5,24.5,"19","13"
"464","Fuera","2018.05.19 13:56:20",42,38.5,25,"19","13"
"465","Fuera","2018.05.19 14:06:20",43.1,38.1,25.7,"19","14"
"466","Fuera","2018.05.19 14:16:20",41.5,38.1,24.3,"19","14"
"467","Fuera","2018.05.19 14:26:20",41.9,37.7,24.5,"19","14"
"468","Fuera","2018.05.19 14:36:20",41,37.2,23.5,"19","14"
"469","Fuera","2018.05.19 14:46:20",40.7,37.6,23.4,"19","14"
"470","Fuera","2018.05.19 14:56:20",41.5,37.2,24,"19","14"
"471","Fuera","2018.05.19 15:06:20",42.3,37,24.6,"19","15"
"472","Fuera","2018.05.19 15:16:20",41.4,36.9,23.7,"19","15"
"473","Fuera","2018.05.19 15:26:20",41.6,36.6,23.8,"19","15"
"474","Fuera","2018.05.19 15:36:20",40.1,36.5,22.4,"19","15"
"475","Fuera","2018.05.19 15:46:20",38.4,37.3,21.3,"19","15"
"476","Fuera","2018.05.19 15:56:20",36.4,37.9,19.8,"19","15"
"477","Fuera","2018.05.19 16:06:20",34.7,39.1,18.7,"19","16"
"478","Fuera","2018.05.19 16:16:20",33,40.3,17.7,"19","16"
"479","Fuera","2018.05.19 16:26:20",32.3,41.1,17.4,"19","16"
"480","Fuera","2018.05.19 16:36:20",31.3,42.4,17,"19","16"
"481","Fuera","2018.05.19 16:46:20",30.6,43.2,16.6,"19","16"
"482","Fuera","2018.05.19 16:56:20",30.5,43.9,16.8,"19","16"
"483","Fuera","2018.05.19 17:06:20",30,44.4,16.5,"19","17"
"484","Fuera","2018.05.19 17:16:20",28.7,45.4,15.7,"19","17"
"485","Fuera","2018.05.19 17:26:20",28.3,46.3,15.7,"19","17"
"486","Fuera","2018.05.19 17:36:20",27.5,47,15.2,"19","17"
"487","Fuera","2018.05.19 17:46:20",26.9,48,15,"19","17"
"488","Fuera","2018.05.19 17:56:20",26.3,48.9,14.8,"19","17"
"489","Fuera","2018.05.19 18:06:20",25.8,49.6,14.5,"19","18"
"490","Fuera","2018.05.19 18:16:20",25.1,50.6,14.2,"19","18"
"491","Fuera","2018.05.19 18:26:20",24.4,51.6,13.8,"19","18"
"492","Fuera","2018.05.19 18:36:20",23.8,52.5,13.5,"19","18"
"493","Fuera","2018.05.19 18:46:20",23.4,53.2,13.3,"19","18"
"494","Fuera","2018.05.19 18:56:20",22.9,54.3,13.2,"19","18"
"495","Fuera","2018.05.19 19:06:20",22.5,55.2,13.1,"19","19"
"496","Fuera","2018.05.19 19:16:20",22.2,56,13.1,"19","19"
"497","Fuera","2018.05.19 19:26:20",22,57.2,13.1,"19","19"
"498","Fuera","2018.05.19 19:36:20",21.8,58,13.1,"19","19"
"499","Fuera","2018.05.19 19:46:20",21.5,58.8,13.2,"19","19"
"500","Fuera","2018.05.19 19:56:20",21.4,59.5,13.2,"19","19"
"501","Fuera","2018.05.19 20:06:20",21.2,60.2,13.1,"19","20"
"502","Fuera","2018.05.19 20:16:20",20.9,60.9,13.1,"19","20"
"503","Fuera","2018.05.19 20:26:20",20.7,61.5,13.1,"19","20"
"504","Fuera","2018.05.19 20:36:20",20.6,62.1,13.1,"19","20"
"505","Fuera","2018.05.19 20:46:20",20.6,62.7,13.2,"19","20"
"506","Fuera","2018.05.19 20:56:20",20.4,63.1,13.2,"19","20"
"507","Fuera","2018.05.19 21:06:20",20.3,63.5,13.1,"19","21"
"508","Fuera","2018.05.19 21:16:20",20,63.9,13,"19","21"
"509","Fuera","2018.05.19 21:26:20",19.8,64.5,12.9,"19","21"
"510","Fuera","2018.05.19 21:36:20",19.7,65.1,12.9,"19","21"
"511","Fuera","2018.05.19 21:46:20",19.7,65.7,13.1,"19","21"
"512","Fuera","2018.05.19 21:56:20",19.7,66.1,13.2,"19","21"
"513","Fuera","2018.05.19 22:06:20",19.5,66.2,13.1,"19","22"
"514","Fuera","2018.05.19 22:16:20",19.4,66.9,13.1,"19","22"
"515","Fuera","2018.05.19 22:26:20",19.4,67.3,13.2,"19","22"
"516","Fuera","2018.05.19 22:36:20",19.4,67.7,13.2,"19","22"
"517","Fuera","2018.05.19 22:46:20",19.4,68.1,13.3,"19","22"
"518","Fuera","2018.05.19 22:56:20",19.4,68.4,13.4,"19","22"
"519","Fuera","2018.05.19 23:06:20",19.3,68.8,13.5,"19","23"
"520","Fuera","2018.05.19 23:16:20",19.4,69,13.5,"19","23"
"521","Fuera","2018.05.19 23:26:20",19.3,69.2,13.6,"19","23"
"522","Fuera","2018.05.19 23:36:20",19.3,69.5,13.6,"19","23"
"523","Fuera","2018.05.19 23:46:20",19.2,69.7,13.5,"19","23"
"524","Fuera","2018.05.19 23:56:20",19.1,70,13.5,"19","23"
"525","Fuera","2018.05.20 00:06:20",19,70.3,13.5,"20","00"
"526","Fuera","2018.05.20 00:16:20",18.9,70.5,13.5,"20","00"
"527","Fuera","2018.05.20 00:26:20",18.8,70.8,13.4,"20","00"
"528","Fuera","2018.05.20 00:36:20",18.7,71.1,13.3,"20","00"
"529","Fuera","2018.05.20 00:46:20",18.5,71.4,13.2,"20","00"
"530","Fuera","2018.05.20 00:56:20",18.3,71.8,13.1,"20","00"
"531","Fuera","2018.05.20 01:06:20",18.2,72.2,13.1,"20","01"
"532","Fuera","2018.05.20 01:16:20",18.1,72.6,13.1,"20","01"
"533","Fuera","2018.05.20 01:26:20",17.9,73,13,"20","01"
"534","Fuera","2018.05.20 01:36:20",17.9,73.3,13,"20","01"
"535","Fuera","2018.05.20 01:46:20",17.9,73.7,13.1,"20","01"
"536","Fuera","2018.05.20 01:56:20",17.8,73.9,13.1,"20","01"
"537","Fuera","2018.05.20 02:06:20",17.8,74.3,13.2,"20","02"
"538","Fuera","2018.05.20 02:16:20",17.8,74.6,13.2,"20","02"
"539","Fuera","2018.05.20 02:26:20",17.6,74.8,13.1,"20","02"
"540","Fuera","2018.05.20 02:36:20",17.5,75.1,13.1,"20","02"
"541","Fuera","2018.05.20 02:46:20",17.5,75.4,13,"20","02"
"542","Fuera","2018.05.20 02:56:20",17.3,75.6,12.9,"20","02"
"543","Fuera","2018.05.20 03:06:20",17.2,75.9,12.9,"20","03"
"544","Fuera","2018.05.20 03:16:20",17.1,76.2,12.9,"20","03"
"545","Fuera","2018.05.20 03:26:20",17,76.4,12.9,"20","03"
"546","Fuera","2018.05.20 03:36:20",16.8,76.7,12.7,"20","03"
"547","Fuera","2018.05.20 03:46:20",16.7,77.1,12.7,"20","03"
"548","Fuera","2018.05.20 03:56:20",16.9,77.3,12.9,"20","03"
"549","Fuera","2018.05.20 04:06:20",16.8,77.5,12.9,"20","04"
"550","Fuera","2018.05.20 04:16:20",16.7,77.8,12.8,"20","04"
"551","Fuera","2018.05.20 04:26:20",16.6,78,12.8,"20","04"
"552","Fuera","2018.05.20 04:36:20",16.6,78.4,12.8,"20","04"
"553","Fuera","2018.05.20 04:46:20",16.9,78.8,13.2,"20","04"
"554","Fuera","2018.05.20 04:56:20",17.3,79.1,13.6,"20","04"
"555","Fuera","2018.05.20 05:06:20",17.5,79.2,13.9,"20","05"
"556","Fuera","2018.05.20 05:16:20",17.6,79.2,14,"20","05"
"557","Fuera","2018.05.20 05:26:20",17.7,79.3,14.1,"20","05"
"558","Fuera","2018.05.20 05:36:20",17.8,79.3,14.1,"20","05"
"559","Fuera","2018.05.20 05:46:20",17.8,79.3,14.1,"20","05"
"560","Fuera","2018.05.20 05:56:20",17.8,79.3,14.2,"20","05"
"561","Fuera","2018.05.20 06:06:20",17.8,79.4,14.2,"20","06"
"562","Fuera","2018.05.20 06:16:20",17.7,79.4,14.1,"20","06"
"563","Fuera","2018.05.20 06:26:20",17.8,79.5,14.2,"20","06"
"564","Fuera","2018.05.20 06:36:20",17.7,79.6,14.2,"20","06"
"565","Fuera","2018.05.20 06:46:20",17.8,79.7,14.3,"20","06"
"566","Fuera","2018.05.20 06:56:20",18.1,79.9,14.6,"20","06"
"567","Fuera","2018.05.20 07:06:20",18.6,80,15,"20","07"
"568","Fuera","2018.05.20 07:16:20",19.1,80,15.6,"20","07"
"569","Fuera","2018.05.20 07:26:20",19.8,80.2,16.3,"20","07"
"570","Fuera","2018.05.20 07:36:20",20.8,80.1,17.2,"20","07"
"571","Fuera","2018.05.20 07:46:20",21.8,81,18.4,"20","07"
"572","Fuera","2018.05.20 07:56:20",23.3,80.1,19.6,"20","07"
"573","Fuera","2018.05.20 08:06:20",26.6,80,22.9,"20","08"
"574","Fuera","2018.05.20 08:16:20",29.1,76.3,24.5,"20","08"
"575","Fuera","2018.05.20 08:26:20",30.7,74.8,25.7,"20","08"
"576","Fuera","2018.05.20 08:36:20",31.2,72.1,25.5,"20","08"
"577","Fuera","2018.05.20 08:46:20",32.5,69.9,26.3,"20","08"
"578","Fuera","2018.05.20 08:56:20",33.7,67.8,26.9,"20","08"
"579","Fuera","2018.05.20 09:06:20",34,64.2,26.3,"20","09"
"580","Fuera","2018.05.20 09:16:20",34.5,61.9,26.2,"20","09"
"581","Fuera","2018.05.20 09:26:20",36,59.6,26.8,"20","09"
"582","Fuera","2018.05.20 09:36:20",36.4,58.2,26.9,"20","09"
"583","Fuera","2018.05.20 09:46:20",38.5,54.9,27.8,"20","09"
"584","Fuera","2018.05.20 09:56:20",38.1,53.6,27,"20","09"
"585","Fuera","2018.05.20 10:06:20",38.9,52.2,27.3,"20","10"
"586","Fuera","2018.05.20 10:16:20",39.2,50.5,27,"20","10"
"587","Fuera","2018.05.20 10:26:20",37.9,49.2,25.4,"20","10"
"588","Fuera","2018.05.20 10:36:20",38.5,47.8,25.5,"20","10"
"589","Fuera","2018.05.20 10:46:20",38.1,48.2,25.2,"20","10"
"590","Fuera","2018.05.20 10:56:20",40.8,46.7,27.1,"20","10"
"591","Fuera","2018.05.20 11:06:20",40.2,45.7,26.2,"20","11"
"592","Fuera","2018.05.20 11:16:20",40.7,45.1,26.5,"20","11"
"593","Fuera","2018.05.20 11:26:20",40.8,44.3,26.3,"20","11"
"594","Fuera","2018.05.20 11:36:20",41.1,43.2,26.1,"20","11"
"595","Fuera","2018.05.20 11:46:20",41.5,43,26.4,"20","11"
"596","Fuera","2018.05.20 11:56:20",41.3,42.2,25.9,"20","11"
"597","Fuera","2018.05.20 12:06:20",41.3,41.4,25.6,"20","12"
"598","Fuera","2018.05.20 12:16:20",41.3,41.7,25.7,"20","12"
"599","Fuera","2018.05.20 12:26:20",41.8,40.7,25.7,"20","12"
"600","Fuera","2018.05.20 12:36:20",41.2,40.6,25.1,"20","12"
"601","Fuera","2018.05.20 12:46:20",41.9,40.3,25.6,"20","12"
"602","Fuera","2018.05.20 12:56:20",42.2,39.9,25.7,"20","12"
"603","Fuera","2018.05.20 13:06:20",42.3,39.9,25.8,"20","13"
"604","Fuera","2018.05.20 13:16:20",42.9,38.9,25.9,"20","13"
"605","Fuera","2018.05.20 13:26:20",41.8,39.3,25.1,"20","13"
"606","Fuera","2018.05.20 13:36:20",42.1,38.6,25.1,"20","13"
"607","Fuera","2018.05.20 13:46:20",43.3,38.1,25.9,"20","13"
"608","Fuera","2018.05.20 13:56:20",43.3,37.4,25.6,"20","13"
"609","Fuera","2018.05.20 14:06:20",42.7,37,24.8,"20","14"
"610","Fuera","2018.05.20 14:16:20",42,37.2,24.4,"20","14"
"611","Fuera","2018.05.20 14:26:20",42.4,37.4,24.8,"20","14"
"612","Fuera","2018.05.20 14:36:20",43.7,36.8,25.6,"20","14"
"613","Fuera","2018.05.20 14:46:20",42.4,36.5,24.4,"20","14"
"614","Fuera","2018.05.20 14:56:20",42.7,36.2,24.5,"20","14"
"615","Fuera","2018.05.20 15:06:20",43.9,36.2,25.6,"20","15"
"616","Fuera","2018.05.20 15:16:20",43.3,35,24.5,"20","15"
"617","Fuera","2018.05.20 15:26:20",43,34.5,24,"20","15"
"618","Fuera","2018.05.20 15:36:20",41.5,35.3,23.1,"20","15"
"619","Fuera","2018.05.20 15:46:20",39.9,36.1,22,"20","15"
"620","Fuera","2018.05.20 15:56:20",37.9,36.4,20.4,"20","15"
"621","Fuera","2018.05.20 16:06:20",36,37.4,19.2,"20","16"
"622","Fuera","2018.05.20 16:16:20",34.1,38.5,18,"20","16"
"623","Fuera","2018.05.20 16:26:20",33.5,39.7,17.9,"20","16"
"624","Fuera","2018.05.20 16:36:20",32.7,40.6,17.6,"20","16"
"625","Fuera","2018.05.20 16:46:20",32.2,41.3,17.4,"20","16"
"626","Fuera","2018.05.20 16:56:20",32.4,41.5,17.7,"20","16"
"627","Fuera","2018.05.20 17:06:20",31.5,41.9,17,"20","17"
"628","Fuera","2018.05.20 17:16:20",30.5,42.5,16.3,"20","17"
"629","Fuera","2018.05.20 17:26:20",29.1,43.2,15.3,"20","17"
"630","Fuera","2018.05.20 17:36:20",28.6,44.2,15.2,"20","17"
"631","Fuera","2018.05.20 17:46:20",27.6,44.9,14.6,"20","17"
"632","Fuera","2018.05.20 17:56:20",26.9,45.6,14.2,"20","17"
"633","Fuera","2018.05.20 18:06:20",26.3,46.2,13.8,"20","18"
"634","Fuera","2018.05.20 18:16:20",25.5,47.1,13.4,"20","18"
"635","Fuera","2018.05.20 18:26:20",24.9,47.9,13.2,"20","18"
"636","Fuera","2018.05.20 18:36:20",24.4,48.7,12.9,"20","18"
"637","Fuera","2018.05.20 18:46:20",23.7,49.7,12.6,"20","18"
"638","Fuera","2018.05.20 18:56:20",23.2,50.7,12.5,"20","18"
"639","Fuera","2018.05.20 19:06:20",22.9,51.7,12.4,"20","19"
"640","Fuera","2018.05.20 19:16:20",22.6,52.7,12.4,"20","19"
"641","Fuera","2018.05.20 19:26:20",22.4,53.7,12.5,"20","19"
"642","Fuera","2018.05.20 19:36:20",22.2,54.4,12.6,"20","19"
"643","Fuera","2018.05.20 19:46:20",22.1,55.4,12.8,"20","19"
"644","Fuera","2018.05.20 19:56:20",22.1,56.1,12.9,"20","19"
"645","Fuera","2018.05.20 20:06:20",22,56.7,13,"20","20"
"646","Fuera","2018.05.20 20:16:20",21.9,57.2,13.1,"20","20"
"647","Fuera","2018.05.20 20:26:20",21.8,57.7,13.1,"20","20"
"648","Fuera","2018.05.20 20:36:20",21.6,58.2,13.1,"20","20"
"649","Fuera","2018.05.20 20:46:20",21.5,58.7,13.1,"20","20"
"650","Fuera","2018.05.20 20:56:20",21.4,59.2,13.1,"20","20"
"651","Fuera","2018.05.20 21:06:20",21.4,59.6,13.2,"20","21"
"652","Fuera","2018.05.20 21:16:20",21.4,59.9,13.3,"20","21"
"653","Fuera","2018.05.20 21:26:20",21.4,60.3,13.4,"20","21"
"654","Fuera","2018.05.20 21:36:20",21.5,60.5,13.5,"20","21"
"655","Fuera","2018.05.20 21:46:20",21.4,60.8,13.5,"20","21"
"656","Fuera","2018.05.20 21:56:20",21.4,61,13.6,"20","21"
"657","Fuera","2018.05.20 22:06:20",21.4,61.2,13.6,"20","22"
"658","Fuera","2018.05.20 22:16:20",21.3,61.4,13.6,"20","22"
"659","Fuera","2018.05.20 22:26:20",21.3,61.7,13.7,"20","22"
"660","Fuera","2018.05.20 22:36:20",21.3,61.9,13.7,"20","22"
"661","Fuera","2018.05.20 22:46:20",21.2,62.2,13.7,"20","22"
"662","Fuera","2018.05.20 22:56:20",21.1,62.5,13.7,"20","22"
"663","Fuera","2018.05.20 23:06:20",21.1,62.8,13.8,"20","23"
"664","Fuera","2018.05.20 23:16:20",21.1,63.1,13.8,"20","23"
"665","Fuera","2018.05.20 23:26:20",21.1,63.4,13.9,"20","23"
"666","Fuera","2018.05.20 23:36:20",21.1,63.6,13.9,"20","23"
"667","Fuera","2018.05.20 23:46:20",21,63.8,13.9,"20","23"
"668","Fuera","2018.05.20 23:56:20",21,64,13.9,"20","23"
"669","Fuera","2018.05.21 00:06:20",20.9,64.3,13.9,"21","00"
"670","Fuera","2018.05.21 00:16:20",20.9,64.5,14,"21","00"
"671","Fuera","2018.05.21 00:26:20",21,64.6,14,"21","00"
"672","Fuera","2018.05.21 00:36:20",20.9,64.7,14,"21","00"
"673","Fuera","2018.05.21 00:46:20",20.9,64.8,14,"21","00"
"674","Fuera","2018.05.21 00:56:20",20.9,65,14.1,"21","00"
"675","Fuera","2018.05.21 01:06:20",20.9,65,14.1,"21","01"
"676","Fuera","2018.05.21 01:16:20",20.9,65,14.1,"21","01"
"677","Fuera","2018.05.21 01:26:20",20.8,65.2,14.1,"21","01"
"678","Fuera","2018.05.21 01:36:20",20.8,65.3,14,"21","01"
"679","Fuera","2018.05.21 01:46:20",20.7,65.4,14,"21","01"
"680","Fuera","2018.05.21 01:56:20",20.6,65.5,13.9,"21","01"
"681","Fuera","2018.05.21 02:06:20",20.4,65.7,13.8,"21","02"
"682","Fuera","2018.05.21 02:16:20",20.3,65.9,13.7,"21","02"
"683","Fuera","2018.05.21 02:26:20",20.2,66.1,13.7,"21","02"
"684","Fuera","2018.05.21 02:36:20",20.2,66.3,13.7,"21","02"
"685","Fuera","2018.05.21 02:46:20",20.1,66.3,13.6,"21","02"
"686","Fuera","2018.05.21 02:56:20",19.8,66.8,13.5,"21","02"
"687","Fuera","2018.05.21 03:06:20",19.7,67.1,13.4,"21","03"
"688","Fuera","2018.05.21 03:16:20",19.5,67.4,13.3,"21","03"
"689","Fuera","2018.05.21 03:26:20",19.4,67.6,13.3,"21","03"
"690","Fuera","2018.05.21 03:36:20",19.3,67.9,13.3,"21","03"
"691","Fuera","2018.05.21 03:46:20",19.3,68.2,13.3,"21","03"
"692","Fuera","2018.05.21 03:56:20",19.4,68.4,13.4,"21","03"
"693","Fuera","2018.05.21 04:06:20",19.5,68.7,13.6,"21","04"
"694","Fuera","2018.05.21 04:16:20",19.5,68.9,13.7,"21","04"
"695","Fuera","2018.05.21 04:26:20",19.6,69.1,13.8,"21","04"
"696","Fuera","2018.05.21 04:36:20",19.6,69.2,13.8,"21","04"
"697","Fuera","2018.05.21 04:46:20",19.6,69.3,13.9,"21","04"
"698","Fuera","2018.05.21 04:56:20",19.7,69.5,13.9,"21","04"
"699","Fuera","2018.05.21 05:06:20",19.6,69.7,13.9,"21","05"
"700","Fuera","2018.05.21 05:16:20",19.2,74.8,14.6,"21","05"
"701","Fuera","2018.05.21 05:26:20",18.9,77.5,14.9,"21","05"
"702","Fuera","2018.05.21 05:36:20",18.7,79.5,15.1,"21","05"
"703","Fuera","2018.05.21 05:46:20",18.7,81.7,15.5,"21","05"
"704","Fuera","2018.05.21 05:56:20",18.6,83.7,15.8,"21","05"
"705","Fuera","2018.05.21 06:06:20",18.6,84.7,16,"21","06"
"706","Fuera","2018.05.21 06:16:20",18.6,85.5,16.1,"21","06"
"707","Fuera","2018.05.21 06:26:20",18.6,86.1,16.2,"21","06"
"708","Fuera","2018.05.21 06:36:20",18.7,86.6,16.4,"21","06"
"709","Fuera","2018.05.21 06:46:20",18.8,87,16.5,"21","06"
"710","Fuera","2018.05.21 06:56:20",18.8,87.3,16.7,"21","06"
"711","Fuera","2018.05.21 07:06:20",19,87.7,16.9,"21","07"
"712","Fuera","2018.05.21 07:16:20",19.4,88.1,17.4,"21","07"
"713","Fuera","2018.05.21 07:26:20",19.7,88.2,17.7,"21","07"
"714","Fuera","2018.05.21 07:36:20",20.2,88.5,18.3,"21","07"
"715","Fuera","2018.05.21 07:46:20",20.9,88.7,18.9,"21","07"
"716","Fuera","2018.05.21 07:56:20",21.6,89.1,19.7,"21","07"
"717","Fuera","2018.05.21 08:06:20",22.7,89.5,20.8,"21","08"
"718","Fuera","2018.05.21 08:16:20",24.5,90,22.8,"21","08"
"719","Fuera","2018.05.21 08:26:20",25.5,89.8,23.7,"21","08"
"720","Fuera","2018.05.21 08:36:20",26.8,89.2,24.9,"21","08"
"721","Fuera","2018.05.21 08:46:20",29.9,90.7,28.2,"21","08"
"722","Fuera","2018.05.21 08:56:20",30.9,88.3,28.7,"21","08"
"723","Fuera","2018.05.21 09:06:20",30.4,88.3,28.2,"21","09"
"724","Fuera","2018.05.21 09:16:20",30.7,88.1,28.5,"21","09"
"725","Fuera","2018.05.21 09:26:20",33.2,88.4,31,"21","09"
"726","Fuera","2018.05.21 09:36:20",35.7,83.7,32.5,"21","09"
"727","Fuera","2018.05.21 09:46:20",33.8,80.2,29.9,"21","09"
"728","Fuera","2018.05.21 09:56:20",33.3,78.5,29,"21","09"
"729","Fuera","2018.05.21 10:06:20",33.3,76.7,28.6,"21","10"
"730","Fuera","2018.05.21 10:16:20",33.2,75.2,28.2,"21","10"
"731","Fuera","2018.05.21 10:26:20",32.8,73.9,27.5,"21","10"
"732","Fuera","2018.05.21 10:36:20",33.4,72.5,27.8,"21","10"
"733","Fuera","2018.05.21 10:46:20",33.5,70.7,27.5,"21","10"
"734","Fuera","2018.05.21 10:56:20",33.5,69.4,27.1,"21","10"
"735","Fuera","2018.05.21 11:06:20",33.3,68.1,26.6,"21","11"
"736","Fuera","2018.05.21 11:16:20",33.5,67.5,26.7,"21","11"
"737","Fuera","2018.05.21 11:26:20",33.8,66.6,26.7,"21","11"
"738","Fuera","2018.05.21 11:36:20",34.5,64.6,26.9,"21","11"
"739","Fuera","2018.05.21 11:46:20",34.3,63.9,26.5,"21","11"
"740","Fuera","2018.05.21 11:56:20",34.7,61.9,26.3,"21","11"
"741","Fuera","2018.05.21 12:06:20",36,60.8,27.2,"21","12"
"742","Fuera","2018.05.21 12:16:20",36.2,59.8,27.1,"21","12"
"743","Fuera","2018.05.21 12:26:20",38.1,57.7,28.3,"21","12"
"744","Fuera","2018.05.21 12:36:20",39.3,56.7,29,"21","12"
"745","Fuera","2018.05.21 12:46:20",41.8,54.4,30.7,"21","12"
"746","Fuera","2018.05.21 12:56:20",41.5,51.2,29.3,"21","12"
"747","Fuera","2018.05.21 13:06:20",42.3,50.5,29.9,"21","13"
"748","Fuera","2018.05.21 13:16:20",42.1,49.5,29.3,"21","13"
"749","Fuera","2018.05.21 13:26:20",42.2,48.2,29,"21","13"
"750","Fuera","2018.05.21 13:36:20",41.4,46.5,27.6,"21","13"
"751","Fuera","2018.05.21 13:46:20",39.8,48.4,26.8,"21","13"
"752","Fuera","2018.05.21 13:56:20",42.3,45.5,28,"21","13"
"753","Fuera","2018.05.21 14:06:20",42.3,44.8,27.8,"21","14"
"754","Fuera","2018.05.21 14:16:20",44,43.9,28.9,"21","14"
"755","Fuera","2018.05.21 14:26:20",42.5,43.5,27.5,"21","14"
"756","Fuera","2018.05.21 14:36:20",44,43,28.6,"21","14"
"757","Fuera","2018.05.21 14:46:20",43.6,41.4,27.6,"21","14"
"758","Fuera","2018.05.21 14:56:20",42.3,42.8,27,"21","14"
"759","Fuera","2018.05.21 15:06:20",43.4,40.5,27.1,"21","15"
"760","Fuera","2018.05.21 15:16:20",40.5,41.9,25,"21","15"
"761","Fuera","2018.05.21 15:26:20",39.5,40.8,23.7,"21","15"
"762","Fuera","2018.05.21 15:36:20",36.5,42.4,21.7,"21","15"
"763","Fuera","2018.05.21 15:46:20",35.3,43.3,20.9,"21","15"
"764","Fuera","2018.05.21 15:56:20",34.1,44.3,20.3,"21","15"
"765","Fuera","2018.05.21 16:06:20",33.7,44.5,20,"21","16"
"766","Fuera","2018.05.21 16:16:20",32.7,45.6,19.4,"21","16"
"767","Fuera","2018.05.21 16:26:20",32.4,46,19.3,"21","16"
"768","Fuera","2018.05.21 16:36:20",31.7,46.7,18.9,"21","16"
"769","Fuera","2018.05.21 16:46:20",31.2,47.2,18.7,"21","16"
"770","Fuera","2018.05.21 16:56:20",31.4,48,19,"21","16"
"771","Fuera","2018.05.21 17:06:20",31.5,48.1,19.2,"21","17"
"772","Fuera","2018.05.21 17:16:20",30.2,48.4,18.1,"21","17"
"773","Fuera","2018.05.21 17:26:20",30.3,49,18.3,"21","17"
"774","Fuera","2018.05.21 17:36:20",29.4,49.1,17.6,"21","17"
"775","Fuera","2018.05.21 17:46:20",28.6,49.8,17.1,"21","17"
"776","Fuera","2018.05.21 17:56:20",27.8,50.4,16.5,"21","17"
"777","Fuera","2018.05.21 18:06:20",27,51,16,"21","18"
"778","Fuera","2018.05.21 18:16:20",26.4,51.7,15.6,"21","18"
"779","Fuera","2018.05.21 18:26:20",25.7,52.3,15.2,"21","18"
"780","Fuera","2018.05.21 18:36:20",25.3,53,15,"21","18"
"781","Fuera","2018.05.21 18:46:20",24.8,53.7,14.8,"21","18"
"782","Fuera","2018.05.21 18:56:20",24.3,54.4,14.5,"21","18"
"783","Fuera","2018.05.21 19:06:20",24,55,14.4,"21","19"
"784","Fuera","2018.05.21 19:16:20",23.7,55.7,14.3,"21","19"
"785","Fuera","2018.05.21 19:26:20",23.5,56.4,14.3,"21","19"
"786","Fuera","2018.05.21 19:36:20",23.2,57.1,14.2,"21","19"
"787","Fuera","2018.05.21 19:46:20",23,57.7,14.2,"21","19"
"788","Fuera","2018.05.21 19:56:20",22.8,58.2,14.1,"21","19"
"789","Fuera","2018.05.21 20:06:20",22.6,58.9,14.2,"21","20"
"790","Fuera","2018.05.21 20:16:20",22.3,59.5,14.1,"21","20"
"791","Fuera","2018.05.21 20:26:20",22,60.1,13.9,"21","20"
"792","Fuera","2018.05.21 20:36:20",21.6,60.9,13.8,"21","20"
"793","Fuera","2018.05.21 20:46:20",21.4,61.7,13.7,"21","20"
"794","Fuera","2018.05.21 20:56:20",21.1,62.3,13.6,"21","20"
"795","Fuera","2018.05.21 21:06:20",20.9,62.8,13.5,"21","21"
"796","Fuera","2018.05.21 21:16:20",20.7,63.4,13.5,"21","21"
"797","Fuera","2018.05.21 21:26:20",20.5,64,13.5,"21","21"
"798","Fuera","2018.05.21 21:36:20",20.4,64.6,13.5,"21","21"
"799","Fuera","2018.05.21 21:46:20",20.2,65.2,13.5,"21","21"
"800","Fuera","2018.05.21 21:56:20",20,65.8,13.4,"21","21"
"801","Fuera","2018.05.21 22:06:20",19.9,66.3,13.4,"21","22"
"802","Fuera","2018.05.21 22:16:20",19.8,67.1,13.5,"21","22"
"803","Fuera","2018.05.21 22:26:20",19.6,67.7,13.5,"21","22"
"804","Fuera","2018.05.21 22:36:20",19.4,68.4,13.5,"21","22"
"805","Fuera","2018.05.21 22:46:20",19.3,69,13.4,"21","22"
"806","Fuera","2018.05.21 22:56:20",19.2,69.5,13.5,"21","22"
"807","Fuera","2018.05.21 23:06:20",19,70,13.4,"21","23"
"808","Fuera","2018.05.21 23:16:20",18.9,70.4,13.4,"21","23"
"809","Fuera","2018.05.21 23:26:20",18.8,70.9,13.4,"21","23"
"810","Fuera","2018.05.21 23:36:20",18.6,71.3,13.3,"21","23"
"811","Fuera","2018.05.21 23:46:20",18.5,71.7,13.3,"21","23"
"812","Fuera","2018.05.21 23:56:20",18.4,72.1,13.3,"21","23"
"813","Fuera","2018.05.22 00:06:20",18.2,72.5,13.2,"22","00"
"814","Fuera","2018.05.22 00:16:20",18.1,72.9,13.2,"22","00"
"815","Fuera","2018.05.22 00:26:20",18.1,73.4,13.2,"22","00"
"816","Fuera","2018.05.22 00:36:20",18,73.9,13.3,"22","00"
"817","Fuera","2018.05.22 00:46:20",17.9,74.2,13.2,"22","00"
"818","Fuera","2018.05.22 00:56:20",17.8,74.7,13.2,"22","00"
"819","Fuera","2018.05.22 01:06:20",17.7,75.2,13.3,"22","01"
"820","Fuera","2018.05.22 01:16:20",17.6,75.5,13.3,"22","01"
